Burn-in phase called as ending in generation 348
Individual, Wi
245,0.000001
246,0.000002
247,0.000001
248,0.000001
249,0.000001
250,0.000002
251,0.000001
252,0.000001
253,0.000001
254,0.000001
255,0.000001
256,0.000000
257,0.000000
258,0.000001
259,0.000001
260,0.000002
261,0.000001
262,0.000001
263,0.000001
264,0.000001
265,0.000000
266,0.000001
267,0.000000
268,0.000000
269,0.000000
270,0.000001
271,0.000001
272,0.000000
273,0.000003
274,0.000001
275,0.000001
276,0.000001
277,0.000001
278,0.000000
279,0.000001
280,0.000001
281,0.000001
282,0.000001
283,0.000001
284,0.000001
285,0.000001
286,0.000000
287,0.000000
288,0.000000
289,0.000001
290,0.000002
291,0.000000
292,0.000000
293,0.000001
294,0.000001
295,0.000001
296,0.000000
297,0.000001
298,0.000000
299,0.000001
300,0.000001
301,0.000000
302,0.000000
303,0.000002
304,0.000000
305,0.000000
306,0.000001
307,0.000001
308,0.000001
309,0.000001
310,0.000000
311,0.000001
312,0.000001
313,0.000000
314,0.000001
315,0.000001
316,0.000000
317,0.000000
318,0.000000
319,0.000001
320,0.000001
321,0.000001
322,0.000001
323,0.000001
324,0.000001
325,0.000001
326,0.000000
327,0.000001
328,0.000000
329,0.000001
330,0.000001
331,0.000000
332,0.000000
333,0.000001
334,0.000001
335,0.000001
336,0.000000
337,0.000000
338,0.000000
339,0.000000
340,0.000001
341,0.000000
342,0.000001
343,0.000001
344,0.000000
345,0.000000
346,0.000001
347,0.000001
348,0.000001
349,0.000001
350,0.000001
351,0.000001
352,0.000001
353,0.000000
354,0.000001
355,0.000000
356,0.000000
357,0.000000
358,0.000000
359,0.000001
360,0.000000
361,0.000000
362,0.000001
363,0.000001
364,0.000001
365,0.000001
366,0.000000
367,0.000000
368,0.000000
369,0.000003
370,0.000000
371,0.000001
372,0.000001
373,0.000001
374,0.000001
375,0.000000
376,0.000001
377,0.000000
378,0.000000
379,0.000001
380,0.000000
381,0.000001
382,0.000000
383,0.000001
384,0.000002
385,0.000000
386,0.000000
387,0.000001
388,0.000001
389,0.000001
390,0.000001
391,0.000001
392,0.000001
393,0.000000
394,0.000001
395,0.000000
396,0.000001
397,0.000001
398,0.000000
399,0.000001
400,0.000000
401,0.000000
402,0.000001
403,0.000001
404,0.000000
405,0.000000
406,0.000001
407,0.000000
408,0.000000
409,0.000001
410,0.000001
411,0.000001
412,0.000001
413,0.000000
414,0.000000
415,0.000000
416,0.000000
417,0.000001
418,0.000001
419,0.000001
420,0.000001
421,0.000000
422,0.000001
423,0.000001
424,0.000000
425,0.000001
426,0.000001
427,0.000001
428,0.000001
429,0.000001
430,0.000001
431,0.000000
432,0.000000
433,0.000000
434,0.000001
435,0.000001
436,0.000000
437,0.000001
438,0.000000
439,0.000000
440,0.000000
441,0.000000
442,0.000000
443,0.000001
444,0.000001
445,0.000001
446,0.000000
447,0.000001
448,0.000000
449,0.000000
450,0.000001
451,0.000001
452,0.000001
453,0.000000
454,0.000001
455,0.000000
456,0.000000
457,0.000001
458,0.000000
459,0.000000
460,0.000000
461,0.000001
462,0.000000
463,0.000001
464,0.000000
465,0.000001
466,0.000000
467,0.000000
468,0.000000
469,0.000002
470,0.000000
471,0.000000
472,0.000001
473,0.000001
474,0.000001
475,0.000001
476,0.000001
477,0.000001
478,0.000000
479,0.000000
480,0.000000
481,0.000000
482,0.000000
483,0.000002
484,0.000000
485,0.000002
486,0.000000
487,0.000000
488,0.000001
489,0.000001
490,0.000001
491,0.000000
492,0.000001
493,0.000001
494,0.000001
495,0.000000
496,0.000001
497,0.000000
498,0.000001
499,0.000001
500,0.000000
501,0.000001
502,0.000001
503,0.000000
504,0.000001
505,0.000001
506,0.000001
507,0.000000
508,0.000001
509,0.000001
510,0.000001
511,0.000001
512,0.000001
513,0.000001
514,0.000002
515,0.000000
516,0.000001
517,0.000001
518,0.000000
519,0.000000
520,0.000001
521,0.000000
522,0.000001
523,0.000001
524,0.000000
525,0.000001
526,0.000000
527,0.000001
528,0.000000
529,0.000000
530,0.000001
531,0.000001
532,0.000000
533,0.000000
534,0.000000
535,0.000002
536,0.000001
537,0.000000
538,0.000001
539,0.000001
540,0.000001
541,0.000001
542,0.000000
543,0.000001
544,0.000000
545,0.000001
546,0.000001
547,0.000001
548,0.000000
549,0.000001
550,0.000000
551,0.000001
552,0.000001
553,0.000001
554,0.000001
555,0.000000
556,0.000001
557,0.000000
558,0.000000
559,0.000001
560,0.000001
561,0.000001
562,0.000001
563,0.000000
564,0.000001
565,0.000000
566,0.000000
567,0.000001
568,0.000001
569,0.000002
570,0.000002
571,0.000000
572,0.000001
573,0.000001
574,0.000000
575,0.000000
576,0.000000
577,0.000000
578,0.000000
579,0.000000
580,0.000001
581,0.000000
582,0.000001
583,0.000001
584,0.000000
585,0.000000
586,0.000001
587,0.000000
588,0.000001
589,0.000001
590,0.000000
591,0.000001
592,0.000000
593,0.000001
594,0.000000
595,0.000000
596,0.000000
597,0.000001
598,0.000000
599,0.000000
600,0.000000
601,0.000000
602,0.000000
603,0.000000
604,0.000000
605,0.000001
606,0.000000
607,0.000000
608,0.000001
609,0.000001
610,0.000000
611,0.000001
612,0.000001
613,0.000000
614,0.000000
615,0.000000
616,0.000001
617,0.000001
618,0.000001
619,0.000001
620,0.000001
621,0.000001
622,0.000000
623,0.000001
624,0.000000
625,0.000001
626,0.000000
627,0.000002
628,0.000000
629,0.000001
630,0.000001
631,0.000000
632,0.000000
633,0.000001
634,0.000000
635,0.000000
636,0.000000
637,0.000001
638,0.000000
639,0.000001
640,0.000000
641,0.000001
642,0.000000
643,0.000000
644,0.000000
645,0.000001
646,0.000000
647,0.000001
648,0.000001
649,0.000000
650,0.000000
651,0.000002
652,0.000001
653,0.000000
654,0.000001
655,0.000001
656,0.000000
657,0.000001
658,0.000000
659,0.000001
660,0.000002
661,0.000000
662,0.000001
663,0.000001
664,0.000001
665,0.000000
666,0.000001
667,0.000000
668,0.000002
669,0.000001
670,0.000000
671,0.000001
672,0.000001
673,0.000000
674,0.000000
675,0.000001
676,0.000001
677,0.000000
678,0.000001
679,0.000001
680,0.000000
681,0.000001
682,0.000000
683,0.000001
684,0.000001
685,0.000001
686,0.000001
687,0.000001
688,0.000000
689,0.000001
690,0.000001
691,0.000000
692,0.000001
693,0.000001
694,0.000001
695,0.000001
696,0.000000
697,0.000001
698,0.000001
699,0.000000
700,0.000001
701,0.000001
702,0.000001
703,0.000000
704,0.000001
705,0.000001
706,0.000000
707,0.000001
708,0.000000
709,0.000000
710,0.000001
711,0.000001
712,0.000000
713,0.000000
714,0.000001
715,0.000000
716,0.000000
717,0.000001
718,0.000001
719,0.000001
720,0.000001
721,0.000001
722,0.000000
723,0.000002
724,0.000001
725,0.000000
726,0.000000
727,0.000001
728,0.000001
729,0.000000
730,0.000000
731,0.000001
732,0.000001
733,0.000001
734,0.000000
735,0.000001
736,0.000001
737,0.000001
738,0.000000
739,0.000000
740,0.000000
741,0.000000
742,0.000000
743,0.000000
744,0.000001
745,0.000000
746,0.000000
747,0.000000
748,0.000000
749,0.000000
750,0.000000
751,0.000001
752,0.000001
753,0.000001
754,0.000000
755,0.000001
756,0.000000
757,0.000001
758,0.000001
759,0.000001
760,0.000000
761,0.000000
762,0.000001
763,0.000001
764,0.000001
765,0.000001
766,0.000000
767,0.000000
768,0.000001
769,0.000002
770,0.000001
771,0.000001
772,0.000001
773,0.000000
774,0.000000
775,0.000000
776,0.000001
777,0.000000
778,0.000001
779,0.000001
780,0.000002
781,0.000001
782,0.000001
783,0.000000
784,0.000000
785,0.000001
786,0.000000
787,0.000000
788,0.000001
789,0.000000
790,0.000001
791,0.000000
792,0.000001
793,0.000000
794,0.000000
795,0.000000
796,0.000001
797,0.000000
798,0.000001
799,0.000000
800,0.000000
801,0.000000
802,0.000001
803,0.000000
804,0.000001
805,0.000001
806,0.000001
807,0.000001
808,0.000000
809,0.000000
810,0.000001
811,0.000000
812,0.000001
813,0.000001
814,0.000000
815,0.000000
816,0.000000
817,0.000001
818,0.000001
819,0.000001
820,0.000000
821,0.000001
822,0.000001
823,0.000001
824,0.000000
825,0.000002
826,0.000001
827,0.000001
828,0.000000
829,0.000000
830,0.000001
831,0.000000
832,0.000000
833,0.000001
834,0.000001
835,0.000001
836,0.000001
837,0.000001
838,0.000000
839,0.000000
840,0.000000
841,0.000001
842,0.000001
843,0.000001
844,0.000000
845,0.000000
846,0.000001
847,0.000001
848,0.000001
849,0.000000
850,0.000001
851,0.000000
852,0.000000
853,0.000000
854,0.000000
855,0.000001
856,0.000000
857,0.000000
858,0.000000
859,0.000001
860,0.000001
861,0.000001
862,0.000000
863,0.000000
864,0.000000
865,0.000000
866,0.000000
867,0.000001
868,0.000001
869,0.000001
870,0.000001
871,0.000000
872,0.000001
873,0.000000
874,0.000000
875,0.000000
876,0.000001
877,0.000001
878,0.000001
879,0.000000
880,0.000001
881,0.000001
882,0.000001
883,0.000001
884,0.000001
885,0.000001
886,0.000000
887,0.000001
888,0.000001
889,0.000001
890,0.000001
891,0.000000
892,0.000000
893,0.000001
894,0.000001
895,0.000000
896,0.000001
897,0.000001
898,0.000000
899,0.000002
900,0.000000
901,0.000001
902,0.000001
903,0.000000
904,0.000001
905,0.000001
906,0.000000
907,0.000001
908,0.000001
909,0.000001
910,0.000001
911,0.000000
912,0.000000
913,0.000001
914,0.000000
915,0.000000
916,0.000000
917,0.000001
918,0.000000
919,0.000001
920,0.000002
921,0.000000
922,0.000001
923,0.000001
924,0.000000
925,0.000001
926,0.000001
927,0.000000
928,0.000001
929,0.000001
930,0.000000
931,0.000000
932,0.000001
933,0.000000
934,0.000000
935,0.000001
936,0.000000
937,0.000001
938,0.000000
939,0.000000
940,0.000000
941,0.000001
942,0.000001
943,0.000001
944,0.000000
945,0.000001
946,0.000001
947,0.000001
948,0.000001
949,0.000001
950,0.000000
951,0.000001
952,0.000000
953,0.000000
954,0.000001
955,0.000001
956,0.000000
957,0.000001
958,0.000001
959,0.000000
960,0.000000
961,0.000000
962,0.000000
963,0.000000
964,0.000001
965,0.000000
966,0.000000
967,0.000000
968,0.000000
969,0.000001
970,0.000001
971,0.000001
972,0.000000
973,0.000000
974,0.000001
975,0.000000
976,0.000001
977,0.000001
978,0.000000
979,0.000001
980,0.000001
981,0.000000
982,0.000002
983,0.000000
984,0.000002
985,0.000000
986,0.000001
987,0.000002
988,0.000000
989,0.000001
990,0.000001
991,0.000000
992,0.000000
993,0.000001
994,0.000001
995,0.000000
996,0.000000
997,0.000000
998,0.000001
999,0.000001
1000,0.000001
Fitness declined to catastrophic levels in generation 6121.
Slope of log(fitness) after the burn-in phase: -0.002382
